loss,accuracy,val_loss,val_accuracy
0.7772114276885986,0.6663442850112915,0.372118204832077,0.8646616339683533
0.4433825612068176,0.8162475824356079,0.28841936588287354,0.9248120188713074
0.3480544984340668,0.8558993935585022,0.26710522174835205,0.8872180581092834
0.2820383608341217,0.886847198009491,0.19989748299121857,0.9398496150970459
0.2616288363933563,0.8926498889923096,0.18471722304821014,0.9473684430122375
0.2128349244594574,0.9206963181495667,0.20081010460853577,0.9398496150970459
0.1965583860874176,0.9274661540985107,0.16575637459754944,0.9473684430122375
0.1659245789051056,0.9371373057365417,0.16551579535007477,0.9548872113227844
0.1615677922964096,0.9439071416854858,0.16506671905517578,0.9624060392379761
0.14063866436481476,0.9506769776344299,0.14680013060569763,0.9548872113227844
0.1488553136587143,0.9429400563240051,0.16867248713970184,0.9398496150970459
0.11868908256292343,0.9603481888771057,0.14609868824481964,0.9624060392379761
0.11800498515367508,0.9593810439109802,0.15070044994354248,0.9548872113227844
0.12023856490850449,0.9603481888771057,0.15715622901916504,0.9473684430122375
